-1.76	-2.88	0
-4.06	8.4	1
5.27	-5.36	0
5.65	18.79	2
10.85	-21.26	0
-10.63	-4.29	1
-19.47	3.34	1
20.92	-1.59	3
-11.58	11.23	1
14.57	15.62	2
-5.7	-22.35	0
-6.67	1.7	1
-7.94	-8.73	0
3.15	20.83	2
8.77	-18.58	0
-10.76	-6.62	1
-15.67	-1.23	1
26.45	-3.94	3
-6.21	-17.51	0
18.38	15.16	3
1.07	-17.77	0
1.75	-9.22	0
-4.31	-17.07	0
0.65	20.82	2
13.43	-18.02	0
-13.27	-5.22	1
-22.5	0.82	1
23.4	-1.02	3
-8.89	1.57	1
14.97	15.32	2
7.5	-14.39	0
7.06	-7.67	0
-23.42	8.73	1
5.82	18.5	2
-17.35	10.65	1
-7.5	5.15	1
-7.04	12.8	1
17.76	10.05	3
-8.55	14.44	1
-3.16	18.97	2
-15.14	6.69	1
-2.65	-1.77	0
-16.04	13.87	1
-1.09	-1.75	0
27.57	4.13	3
14.17	-18.81	0
-4.23	-17.73	0
1.35	-13.72	0
-20.54	0.04	1
-7.08	1.42	1
9.72	-16.84	0
3.66	20.54	2
-0.62	24.85	2
-12.37	-1.53	1
-10.07	-5.36	1
-5.25	-19.55	0
-8.13	4.39	1
-13.28	-8.86	1
1.11	21.34	2
5.59	-11.56	0
-12.36	-3.6	1
5.5	13.62	2
-16.32	-3.37	1
-20.75	-1.93	1
1.89	-16.65	0
-25.42	0.55	1
-20.43	-1.71	1
28.89	2.74	3
14.12	16.93	2
14.67	14.97	2
19.18	11.19	3
25.97	2.57	3
-3.23	-11.35	0
11.39	-20.41	0
5.33	1.09	0
1.98	20.73	2
-6.92	-13.63	0
-5.5	2.77	1
-15.54	-7.83	1
-4.8	4.52	1
-15.04	-3.74	1
3.44	24.58	2
0.52	18	2
8.28	-25.34	0
2.64	-14.25	0
20.56	5.27	3
-20.47	-0.58	1
-16.02	-6.29	1
6.88	-20.62	0
0.96	-14.2	0
26.41	-4.16	3
13.96	16.81	2
-25.22	-2.73	1
10.93	-23.1	0
-15.98	-2.73	1
-7.23	-6.07	0
10.13	-20.74	0
-1.98	-17.41	0
17.35	11.24	3
1.94	-4.45	0
30.4	7.81	3
-10.43	1.05	1
3.47	-25.26	0
20.69	-6.39	3
1.19	20.31	2
-10.21	11.64	1
-22.37	3.87	1
17.11	17.6	2
-7.89	-13.31	0
14.96	15.66	2
15.21	-12.6	0
4.37	-17.02	0
-7.86	-1.3	1
29.47	9.38	3
28.1	-0.71	3
0.15	-16	0
-13.71	-5.06	1
-7.03	1.15	1
-11.44	-6.76	1
-12.94	-11.1	0
-13.46	11.42	1
5.18	-11.91	0
0.81	-0.98	0
-2.19	-13.94	0
28.85	1.68	3
-6.87	8.28	1
-4.93	1.73	1
26.84	-1.23	3
2.29	7.59	2
2.48	24.06	2
3.42	-11.96	0
-0.1	-8.26	0
-23.69	-1.83	1
-5.28	25	2
-6.06	2.43	1
-7.64	-11.21	0
-21.29	1.75	1
17.78	-3.77	3
-10.19	-2.93	1
20.82	10.95	3
2.55	-8.56	0
0.14	-1.07	0
-19.39	9.7	1
-0.79	24.95	2
2.51	-10.46	0
-7.15	-1.89	1
-17.38	8.31	1
21.99	-9.72	3
-1.52	-8.06	0
14.06	8.07	3
3.38	-5.47	0
-3.76	-8.22	0
-13.67	11.03	1
4.54	24.04	2
4.5	-8.46	0
-6.07	-5.92	0
-9.3	13.63	1
22.1	-8.12	3
-0.43	-5.94	0
16.16	10.17	3
6.25	-4.7	0
5.09	6.87	2
-14.63	11.36	1
7.51	16.99	2
-10.66	10.8	1
-15.22	1.13	1
-3.45	0.5	1
10.03	11.12	2
-12.27	5.25	1
-2.66	22.56	2
-13.24	10.23	1
-4.83	1.53	1
-20.69	11.77	1
-5.49	-1.86	1
19.18	-6.37	3
-1.31	-3.42	0
7.2	-1.92	0
-4.35	-16.6	0
-20.67	6.62	1
-1.57	-4.43	0
1.51	-7.79	0
2.81	26.52	2
5.37	21.46	2
-10.4	-6.22	1
-11.65	-8.53	1
2.53	-7.11	0
-7.02	2.62	1
-12.46	-5.14	1
-5.4	26.16	2
-0.25	-3.36	0
-11.76	-1.97	1
11.16	7.33	3
-14.19	4.55	1
-11.39	9.72	1
6.18	-0.64	0
-13.91	9.68	1
-12.83	9.18	1
22.58	-4.81	3
19.4	12.78	3
16.82	8.04	3
17.6	11.91	3
20.22	-6.14	3
-21.1	10.88	1
-0.47	-8.07	0
-5.33	6.14	1
2.17	18.85	2
-11.95	7.04	1
-5.79	0.2	1
-5.58	-9.9	0
-6.84	-3.52	1
-9.01	-8.39	0
-0.9	23.85	2
0.09	27.08	2
6.42	-12.74	0
8.84	0.69	3
21.07	9.4	3
-13.56	8.27	1
-6.03	-2.88	1
12.66	-12.08	0
-5.28	-14.13	0
17.35	1.06	3
13.59	10.93	3
-12.82	8.03	1
-0.34	-10.61	0
-15.96	3.85	1
-11.81	8.9	1
1.41	-11.22	0
-1.55	-2.29	0
12.78	13.26	2
-2.3	9.16	2
21.29	-4.47	3
-15.18	3.44	1
1.32	-5.85	0
20.79	-7.14	3
2.86	22.43	2
-7.05	-3.15	1
-12.04	6.38	1
20.86	11.23	3
-6.6	10.8	1
21.14	-3.91	3
2.27	-3.64	0
4.83	-6.23	0
-5.03	-2.07	1
14.94	-3.37	3
21.58	-4.09	3
2.87	-2.32	0
-6.51	-4.13	0
-1.48	8.15	2
-11.14	-6.83	1
3.07	-9.82	0
0.5	-9.89	0
-1.39	-11.22	0
-11.08	13.29	1
8.45	-1.39	3
20.32	-1.85	3
-2.53	-4.04	0
0.6	-9.41	0
19.01	-9.5	3
-12.84	9.46	1
0.61	22.33	2
-5.93	8.75	1
-14.73	12.65	1
-7.94	-2.25	1
-3.52	24.01	2
-0.88	-5.65	0
-3.12	-3.82	0
-13.99	13.46	1
19.37	-6.43	3
-1.96	6.28	1
14	12.26	3
-5.83	-18.47	0
3.55	-7.98	0
-7.95	9.95	1
0.13	21.95	2
-0.22	-4	0
-5.14	-7.46	0
-19.23	6.43	1
11.84	-7.64	0
-10	14.46	1
12.62	14.61	2
-7.22	-22.23	0
3.84	-2.86	0
-8.67	14.06	1
-6.47	18.3	2
1.62	-6.45	0
-8.19	-3	1
-12.07	2.28	1
22.32	-1.33	3
-13.65	10.91	1
13.1	17.26	2
-2.46	-16	0
-3.83	-2.18	0
-13.67	9.33	1
0.21	22.18	2
-6.09	-4.82	0
-11.89	2.32	1
-11.3	14.41	1
14.08	11.73	3
-11.53	11.77	1
-6.24	23.16	2
-19.45	12.57	1
6.02	-1.62	0
-8.38	6.2	1
0.33	-5.75	0
19.17	-2.81	3
7.42	-3.64	0
3.77	-16.61	0
-4.31	-20.19	0
-17.91	5.68	1
-13.31	12.16	1
11.96	-2.82	3
-2.51	24.69	2
-4.97	29.19	2
-10.33	-8.23	0
-4.99	-5.28	0
-5.74	-16.64	0
3.22	0.23	0
-12.71	-5.46	1
3.65	21.21	2
9.68	-2.93	3
-6.29	-5.75	0
12.96	8.22	3
-15.1	7.96	1
-19.61	10.28	1
-1.39	-19.31	0
-10.96	7.78	1
-11.77	6.72	1
24.74	-2.54	3
12.77	15.17	2
18.36	12.4	3
12.48	16.08	2
14.67	-9.16	3
-14	13.98	1
12.1	-1.1	3
-8.41	7.44	1
1.72	18.9	2
-19.14	10.21	1
-7.97	13.55	1
-10.53	-4.2	1
1.05	-1.18	0
-12.95	-2.86	1
-8.63	18.05	2
-1.73	20.17	2
8.26	-5.3	0
-5.48	-20.93	0
14.41	12.42	3
-14.22	5.8	1
-3.24	-0.15	1
4.97	-4.73	0
-2.09	-20.9	0
16.85	-6.48	3
17.71	6.11	3
-9.38	1.22	1
8.95	-1.76	3
-8.25	4.52	1
-10.22	14.7	1
0.43	-9.3	0
2.68	-19.36	0
16.35	14.41	3
2.34	-6.22	0
18.55	-2.04	3
-19.46	4.32	1
7.91	-11.54	0
19.83	-3.56	3
-8.72	19.22	2
-11.48	17.15	1
-16.96	6.48	1
17.49	12.61	3
-9.19	11.31	1
14.5	13.93	2
-0.2	-6.26	0
-4.63	-20.41	0
-10.62	6.57	1
15.66	0.24	3
24.39	-0.83	3
-2.96	-17.47	0
-7.64	-8.76	0
6.52	-2.38	0
-18.97	-9.24	1
-7.41	-5.11	0
-1.82	2.55	1
-6.38	-22.22	0
-20.82	12.35	1
-12.22	13.23	1
12.41	-6.25	3
2.1	-1.55	0
3.65	-10.38	0
15.06	-4.33	3
-18.44	16.36	1
-2.94	24.66	2
2.43	-6.71	0
-13.79	11.45	1
5.72	-6.56	0
3.12	23.42	2
10.3	-26.09	0
-11.27	-5.61	1
-15.87	-1.45	1
23.26	-10.44	3
4.45	1.62	0
16.79	12.71	3
-1.58	-17.67	0
-5.9	1.22	1
2.37	2.54	0
-0.91	11.52	2
13.7	-16	0
-10.57	-2.93	1
-18.63	7.78	1
27.16	-9.28	3
2.48	0.26	0
19.3	13.88	3
2.13	-18.91	0
-1.26	3.81	1
7.59	1.64	3
7.55	21.13	2
18.14	-11.14	3
-14.47	-2.79	1
-14.6	-3.25	1
17.06	-3.71	3
0.78	-2.68	0
17.32	13.77	3
4.02	-12.87	0
-3.24	3.49	1
1.74	7.27	2
4.94	19.35	2
10.32	3.06	3
18.23	3.16	3
6.3	-13.63	0
20.27	18.19	3
8.41	-8.1	0
-0.06	25.01	2
0.99	-4.46	0
-3.63	-2.53	0
8.48	1.29	3
-3.68	0.1	1
18.36	-10.62	3
10.25	-22.21	0
14.61	-7.23	3
7.98	-8.37	0
-11.73	6.72	1
4.42	-9.68	0
10.37	-19.54	0
7.69	22.41	2
-0.04	13.2	2
-15.09	-5.9	1
-10.97	-8.2	0
4.13	-16.21	0
-0.53	-6.23	0
-10.1	-8.45	0
14.57	9.41	3
0.57	-24.21	0
-9.73	-3.09	1
11.86	18.12	2
-24.38	6.56	1
-21.92	-0.1	1
0.56	-17.04	0
-24.34	6.38	1
-23.38	-4.1	1
15.73	-5.91	3
15.43	14.77	2
17.54	8.71	3
15.2	15.79	2
22.36	-6.7	3
5.3	-0.3	0
15.15	-14.17	0
9.72	6	3
8.41	20.05	2
5.22	-3.09	0
11.51	1.84	3
-13.59	-9.86	1
-3.39	1.78	1
-6.13	-5.6	0
5.75	17.81	2
3.88	23.17	2
0.66	-26.31	0
3.78	-13.54	0
17.95	15.65	3
-20.92	2.18	1
-9.76	1.37	1
8.04	-14.94	0
9.78	-9.91	0
25.19	-6.75	3
19.94	8.79	3
-21.28	4.76	1
9.89	-16.9	0
-5.16	-3.67	0
1.04	2.56	0
13.84	-18.48	0
7.72	-14.6	0
15.2	16.86	2
0.35	-8.66	0
19.53	-5.6	3
-9.66	-0.17	1
14.8	-17.53	0
7.76	-11.81	0
4.22	22.6	2
-3.65	6.84	1
-16.82	-8.99	1
23.09	10.53	3
9.84	-2.77	3
18.23	8.14	3
10.74	-22.24	0
5.71	-12.49	0
0.98	-11.11	0
14.95	-0.67	3
16	-9.87	3
12.7	-8.23	0
-13.84	-9.82	1
10.13	-9.45	0
-13.32	-7.43	1
-12.4	-8.59	1
7.86	-8.36	0
-2.39	-19.88	0
9.21	-0.35	3
3.85	-0.18	0
23.41	2.57	3
-2.68	4.84	1
7.23	-4.73	0
13.81	-11.33	0
1.62	3.61	2
3.37	17.29	2
-1	4.7	1
8.34	-11.09	0
3.55	-3.61	0
-3.26	19.71	2
2.51	-26.79	0
-11.55	-8.67	0
-5.39	2	1
28.22	3.12	3
-3.82	-19.82	0
9.08	21.02	2
-2.34	-16.21	0
4.3	0.97	0
-19.5	13.92	1
-4.09	26.52	2
-2.51	-20.44	0
-13.54	-9.74	1
-21.08	-1.63	1
29.81	-4.17	3
-1.47	-8.18	0
8.06	19.79	2
-2.89	-21.3	0
8.31	-3.83	0
-8.89	14.9	1
4.27	18.07	2
4.19	-26.28	0
-9.86	-4.88	1
-22.17	1.73	1
25.74	2.47	3
-1.35	-10.51	0
14.57	11.39	3
-6.83	-22.78	0
10.32	-8	0
-11.34	13.61	1
3.93	25.28	2
-16.51	15.52	1
-7.81	-21.75	0
8.23	-12.3	0
11.17	18.49	2
-4.47	-21.52	0
3.57	23.55	2
-11.05	9.12	1
-5.76	1.44	1
-17.7	14.58	1
-5.56	3.31	1
28.95	3.14	3
12.4	-9.47	0
-8.15	-18.07	0
-3.14	-17.06	0
-20.49	0.23	1
-1.3	-16.42	0
7.54	-18.94	0
1.8	17.8	2
5.36	17.28	2
-12.58	-11.88	0
-0.17	5.95	2
2.8	-16.46	0
0.98	5.02	2
-9.38	-6.72	0
3.66	21.72	2
-0.03	-3.03	0
-7.42	-8.84	0
20.48	6.27	3
-13.84	-6.59	1
-12.34	-5.8	1
-7.4	-20.61	0
-18.69	-1.55	1
-16.32	-7.04	1
26.98	-0.91	3
19.68	12.76	3
13.87	15.07	2
11.25	17.27	2
28.86	-0.72	3
-16.6	16.67	1
0.84	-21.51	0
-2.99	-13.49	0
6.74	22.41	2
-12.51	11.08	1
-3.72	-17.09	0
-3.79	-3.84	0
-6.12	-6.86	0
-3.17	-1.97	0
11.65	13.13	2
-5.14	21.25	2
11.01	-12.8	0
-5.25	-18.7	0
19	18.4	2
-21.41	-0.47	1
-11.79	-12.31	0
9.33	-19.7	0
0.8	-17.36	0
25.29	13.65	3
11.08	17.44	2
-19.18	-0.9	1
10.33	-25.3	0
-21.47	1.23	1
-12.61	8.24	1
9.01	-22.51	0
-1.2	-21.26	0
13.28	17.03	2
2	-3.66	0
25.41	2.35	3
-13.95	1.64	1
5.72	-26.03	0
25.68	4.37	3
-2.87	22.76	2
-4.25	-14.61	0
-17.43	-1.72	1
18.84	2.37	3
-16.93	12.73	1
17.41	16.2	3
6.22	-26.12	0
-0.01	-18.59	0
1.67	-12	0
27.27	-0.56	3
28.76	-0.36	3
-2.31	-19.24	0
-4.09	-2.76	0
-1.59	-5.49	0
-7.39	-6.96	0
-13.43	-5.3	1
-9.3	-15.06	0
-7.84	-20.16	0
-14.8	13.82	1
-2.11	-12.94	0
29.56	3.93	3
-1.72	-3.54	0
0.15	7.71	2
26.43	9.5	3
-11.47	16.04	1
6.79	20.92	2
1.04	-4.35	0
-20.86	12.02	1
10.42	-6.83	0
2.91	-5.78	0
-12.27	-11.28	0
-19.26	9.03	1
28.23	9.63	3
-9.45	3.47	1
12.53	17.75	2
5.18	-8.55	0
-8.95	5.01	1
-19.55	10.89	1
-3.64	24.95	2
-1.88	-7	0
-7.05	1.1	1
-17.97	7.82	1
28.76	6.93	3
-13.14	13.58	1
15.77	17.16	2
-3.11	-13.93	0
-9.53	0.88	1
-20.11	13.93	1
-4.44	22.74	2
7.75	-5.24	0
-15.94	-11.07	1
-20.21	6.1	1
20.43	5.51	3
-13.17	13.61	1
10.33	15.98	2
0.34	-13.09	0
-7.2	3.9	1
-21.8	8.93	1
0.68	24.47	2
-24.95	13.18	1
-15.07	16.85	1
-13.83	12.69	1
15.31	16.46	2
-15.87	14.99	1
-6.44	22.79	2
-17.73	14.97	1
-11.4	5.16	1
-21.22	14.26	1
-6.5	-1.72	1
22.7	3.64	3
-7.89	0.97	1
3.52	-14.78	0
2.81	-12.75	0
-14.38	6.48	1
-14.67	17.85	1
-5.2	2.49	1
-14.02	-13.63	0
2.41	-12.67	0
-11.54	3.84	1
-13.13	-6	1
-4.59	22.96	2
-0.29	-0.1	0
-11.25	-10.81	0
9.67	17.12	2
-20.08	4.54	1
-19.65	8.1	1
0.56	-14.03	0
-13.93	10.81	1
-17.07	12.49	1
16.78	6.69	3
17.43	16.01	3
14.01	15.7	2
13.24	15.12	2
19.89	-0.14	3
-18.31	10.68	1
-5.08	-3.49	0
-14.36	11.31	1
-10.3	24.08	2
-21.04	10.02	1
-14.88	14.46	1
-16.3	-3.59	1
-8.74	6.15	1
-12.13	-10.5	0
-6.99	19.82	2
-7.19	23.95	2
-2.52	-2.36	0
-2.56	-17.74	0
10.64	16.6	2
-7.91	14.16	1
-11.97	-11.25	0
3.78	-4.56	0
21.65	14.01	3
19.93	8.22	3
-21.63	8.55	1
-1.97	-5.46	0
-12.77	10.26	1
-13.75	14.18	1
-2.2	-5.85	0
5.36	-14.12	0
16.56	11.85	3
-6.43	4.91	1
13.68	6.69	3
-17.16	4.15	1
-3.93	-1.43	1
22.45	-1.48	3
-4.14	23.01	2
-12.3	3.68	1
-17.41	12.17	1
15.68	16.12	2
-22.69	14.44	1
15.91	16.55	2
-0.37	-0.9	0
3.26	-12.34	0
-13.79	16.49	1
27.24	3.14	3
20.53	4.85	3
-1.45	-14.99	0
-12.2	-5.97	1
-7.81	7.41	1
-11.21	-7.31	1
-13.64	-11.25	0
-12.59	18.63	1
1.29	-14.24	0
-17.65	16.2	1
-16.83	12.77	1
13.62	-3.89	3
24.45	-2.85	3
-10.83	7.1	1
-12.36	20.1	1
-9.11	0.97	1
-21.18	10.51	1
-11.76	4.73	1
1.01	21.12	2
6.54	-15.94	0
-11.53	-4.25	1
-23.14	5.44	1
17	-1.86	3
1.74	-12.01	0
12.79	16.64	2
-5.36	-18.29	0
1.53	-3.92	0
-12.88	-0.96	1
3.76	26.31	2
8.85	-17	0
-8.67	-7.68	0
-23.39	5.35	1
14.49	1.05	3
-4.62	-10.56	0
11.12	19.38	2
-0.04	-16	0
-11.21	-15.33	0
-10.9	7.63	1
2.14	22.9	2
8.69	-24.76	0
-15.19	-3.07	1
-24.58	3.21	1
21.26	1.02	3
-4.03	6.21	1
17.2	12.43	3
-1.26	-14.46	0
-8.31	0.71	1
-12.3	7.38	1
-2.84	23.97	2
-7.92	-0.14	1
3.38	-4.79	0
1.26	-7.67	0
18.89	6.02	3
9.15	-10.92	0
7.12	25.65	2
-13.06	6.92	1
-4.52	-0.58	1
-8.56	4.91	1
-3.84	-6.49	0
16.47	6.66	3
9.16	-19.76	0
-4.96	-15.27	0
-3.03	-14.76	0
-24.18	2.59	1
-6.65	-1	1
12.57	-22.27	0
4.71	18.38	2
0.3	20.04	2
-5.55	-15.18	0
-9.45	-17.4	0
-15.5	-7.96	1
-5.09	27.38	2
17.16	-11.66	3
-14.28	-5.14	1
16.59	7.09	3
-31.17	8.26	1
-28.4	3.18	1
-3.81	-19.75	0
-28.86	7.51	1
-28.83	4.41	1
18.1	0.15	3
15.34	12.44	3
17.28	8.04	3
19.79	11.14	3
5.11	-7.81	0
-9.67	10.37	1
6.92	-25.26	0
3.77	0.82	0
-3.31	22.17	2
-11.3	-4.46	1
2.4	-12.64	0
-13	-3.62	1
-10.21	-2.42	1
-19.14	-0.76	1
1.4	28.03	2
-0.68	30.09	2
13.17	-19.23	0
-4.51	-15.94	0
23.7	7.62	3
-24.8	4.77	1
-16.82	-7.66	1
5.2	-23.77	0
2.3	-15.31	0
17.34	-1.49	3
17.75	12.01	3
-27.88	4.25	1
1.25	-22.28	0
-3.2	-13.08	0
-7.75	4.83	1
7.97	-23.31	0
1.46	-15.79	0
13.63	12.12	3
-6.42	-3.77	1
20.19	-6.29	3
-27.08	6.02	1
14.42	-15.64	0
23.32	2.9	3
-0.76	21.87	2
1.39	-2.26	0
-27.48	4.68	1
19.4	7.99	3
-19.52	9.34	1
15.09	15.89	2
11.64	-21.65	0
-7.74	-19.55	0
3.38	11.43	2
26.04	9.18	3
14.35	3.2	3
-2.18	-14.92	0
-15.26	-6.46	1
-5.16	-9.98	0
-6.05	-9.69	0
-9.12	-3.96	1
1.99	-9.5	0
-7.42	-18.12	0
-17.13	0.71	1
9.32	2.57	3
23.77	3.23	3
-5.99	-5.45	0
-8.51	-5.28	1
17.58	-7.21	3
-2.29	2.42	1
-0.36	26.17	2
-0.4	-11.84	0
-17.4	-1.22	1
-4.34	-7	0
0.4	22.69	2
5.72	-14.6	0
-12.2	-6.62	1
-26.15	6.18	1
26.76	1.87	3
-0.82	14.2	2
5.38	19.6	2
-7.03	-18.98	0
-12.04	2.34	1
-14.58	16.42	1
2.31	18.23	2
6.18	-10.94	0
-16.44	-12.44	1
-25.34	1.86	1
27.29	9.04	3
-5.58	11.01	1
17.91	13.46	3
-1.41	-17.03	0
0.03	-8.9	0
-17.07	10.18	1
2.35	17.62	2
8.38	-15.6	0
-18.05	-13.39	1
-25.85	10.81	1
21.02	1.03	3
-3.93	-10.72	0
17.81	12.42	3
-0.57	-15.91	0
-3.24	-16.09	0
-6.54	12.62	1
-0.97	12.17	2
-18.01	13.72	1
-6.58	4.87	1
-9.23	-10.31	0
17.5	12.58	3
-6.02	-17.39	0
2.97	22.71	2
-16.43	12.22	1
-4.38	-7.94	0
-17.98	11.48	1
-3.16	-10.3	0
27.99	10.21	3
5.35	-22.43	0
-5.91	-16.71	0
-6.03	-20.01	0
-11.49	-26.05	0
8.15	8.7	2
4.91	-16.66	0
-0.77	22.86	2
-0.33	19.39	2
-18.83	-11.24	1
-15.36	-11	1
-1.76	-20.59	0
-2.29	-13.51	0
-12.98	-7.26	1
0.52	16.57	2
6.96	-26.44	0
-18.88	-9.17	1
13.79	14.1	2
-26.49	12.19	1
-23.85	-5.61	1
-4.32	-19.02	0
-23.41	-2.77	1
-28.39	6.51	1
26.16	12.67	3
15.6	11.47	3
19.02	12.04	3
19.4	10.94	3
27.36	3.8	3
-17.22	11.3	1
10	-17.35	0
8.04	-7.08	0
2.74	13.72	2
-14.43	8.56	1
-6.23	7.74	1
-19.87	-11.64	1
-8.88	-16.23	0
-17.09	-9.14	1
-3.81	11.78	2
-3.45	17.16	2
5.5	-26.84	0
-7.95	-17.07	0
13.51	12.77	2
-23.65	-10.92	1
-19.76	-7.33	1
0.12	-20.34	0
-2.66	-17	0
28.98	1.21	3
15.26	11.1	3
-22.98	-1.35	1
10.77	-22.54	0
-22	-0.21	1
-19.44	11.25	1
12.42	-19.36	0
-2.24	-18.72	0
17.18	9.56	3
-10.51	-14.78	0
27.8	6.52	3
-23.19	0.95	1
14.62	-7.85	3
29.52	6.81	3
2.57	19.23	2
-3.36	-9.67	0
-23.28	-12.89	1
15.4	13.87	3
-22.32	10.99	1
16.52	11.6	3
13.48	-3.44	3
-8.87	-17.09	0
-0.54	-8.27	0
23.89	6.14	3
29.98	8.01	3
-0.76	-18.78	0
-9.15	-0.4	1
-1.35	-5.6	0
-15.79	-6.11	1
